Marital status,Gender,Nacionality,International,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Course,Daytime/evening attendance,Age at enrollment,Tuition fees up to date,Scholarship holder,Debtor,Displaced,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Target,Application mode_2,Application mode_3,Application mode_4,Application mode_5,Application mode_6,Application mode_7,Application mode_8,Application mode_9,Application mode_10,Application mode_11,Application mode_12,Application mode_13,Application mode_14,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Previous qualification_2,Previous qualification_3,Previous qualification_4,Previous qualification_5,Previous qualification_6,Previous qualification_7,Previous qualification_8,Previous qualification_9,Previous qualification_10,Previous qualification_11,Previous qualification_12,Previous qualification_13,Previous qualification_14,Previous qualification_15,Previous qualification_16,Previous qualification_17
1,0,1,0,23,28,29,44,0,10,1,19,1,1,1,0,0,6,6,6,12.666666666666666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,28,8,9,0,12,1,19,1,0,0,0,0,7,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,10,9,0,11,1,18,1,1,0,1,0,6,7,6,12.857142857142858,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,1,1,10,11,0,12,1,18,1,0,0,0,0,8,8,7,13.9,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,27,10,8,0,12,1,20,1,1,0,1,0,8,8,7,13.817142857142857,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,6,0,13,1,22,1,1,0,0,1,7,10,6,13.314285714285717,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,19,1,1,1,0,8,1,18,1,0,0,0,0,6,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,8,8,0,11,1,19,1,1,0,1,0,6,6,6,12.166666666666666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,10,0,11,1,20,0,1,0,1,0,6,12,4,11.25,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,2,3,4,3,0,5,1,19,1,0,0,0,1,6,6,5,12.4,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,6,6,1,15,1,20,1,1,0,1,0,6,6,6,14.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,14,3,10,0,6,1,28,1,0,0,0,0,6,15,4,12.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,31,14,0,6,1,19,1,0,0,0,0,6,8,6,14.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,6,6,0,4,1,22,1,0,0,0,0,6,10,6,12.571428571428571,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,1,3,10,2,0,6,1,19,1,0,0,1,1,6,14,6,15.538461538461538,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,6,6,0,15,1,18,0,0,0,1,0,6,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,5,33,3,3,0,8,1,18,1,0,0,1,0,6,6,6,15.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,2,1,3,4,0,8,1,22,1,0,0,1,0,5,11,4,12.25,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,8,0,6,1,20,1,0,0,0,7,11,13,11,15.692307692307692,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1,27,10,8,0,17,0,24,1,1,0,0,0,5,7,5,12.285714285714286,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,10,10,0,2,1,22,1,0,1,1,12,17,19,12,11.833333333333334,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,6,5,0,3,0,20,1,0,0,0,2,6,6,6,12.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,28,10,10,0,13,1,20,1,1,0,1,0,7,10,7,11.88888888888889,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,23,1,10,10,0,3,0,35,0,0,0,0,0,6,0,0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,6,8,0,14,1,18,1,1,0,0,0,5,6,5,11.8,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,2,3,4,4,0,10,1,19,1,0,0,1,0,6,7,6,11.166666666666666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,3,4,4,0,12,1,18,1,0,0,0,0,7,7,7,14.05714285714286,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,5,10,0,11,1,18,1,0,0,1,0,6,10,4,11.75,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,1,2,5,7,0,10,1,31,1,0,0,0,0,6,6,6,13.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,13,14,6,8,0,10,1,19,1,1,0,0,0,6,7,6,13.5,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,27,5,10,0,12,1,20,1,1,0,1,0,7,10,7,12.625,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,28,6,8,0,6,1,21,1,0,0,0,0,6,0,0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,28,10,8,0,12,1,18,1,1,0,1,0,8,8,7,13.971428571428572,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,19,1,6,8,0,5,1,18,1,0,0,1,0,6,7,2,11.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,23,14,5,9,0,17,0,33,1,0,0,0,0,5,5,5,12.8,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,8,0,14,1,18,1,1,0,1,0,6,8,6,13.571428571428571,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,8,10,0,2,1,18,0,1,0,1,0,0,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,7,0,6,1,21,1,0,1,0,0,5,9,2,11.5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,14,6,6,0,11,1,19,1,0,0,1,0,6,8,4,11.25,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,14,3,4,0,17,0,28,1,0,0,0,0,5,7,5,13.714285714285714,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,1,14,10,10,0,9,1,29,0,0,0,0,0,4,4,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,27,4,4,0,8,1,36,0,0,1,1,2,6,9,6,12.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,22,27,10,8,0,3,0,32,1,1,0,0,0,6,7,6,12.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,23,27,6,8,0,12,1,25,1,1,0,1,0,8,11,7,13.29,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,4,11,0,17,0,33,1,0,0,0,8,10,15,8,10.375,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,19,24,1,1,0,3,0,34,0,0,0,0,3,7,13,3,12.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,0,1,0,19,24,1,1,0,3,0,33,1,0,0,0,0,6,10,5,11.4,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,10,9,0,17,0,29,0,0,1,0,0,5,15,2,13.25,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,5,11,0,12,1,18,1,0,0,0,0,7,7,6,13.861666666666666,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,8,8,0,15,1,18,1,1,0,0,0,6,6,6,12.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,14,5,6,0,10,1,38,1,0,0,0,0,6,17,4,13.75,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,27,10,9,0,12,1,19,1,1,0,1,0,7,7,6,15.433333333333332,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,22,27,10,10,0,3,0,39,1,1,0,0,0,6,6,6,13.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,22,27,10,10,0,17,0,37,1,0,0,0,7,14,21,12,11.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,6,6,0,13,1,32,1,0,0,1,0,7,7,0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,24,5,1,0,10,1,18,1,0,0,0,0,1,1,0,0.0,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,5,9,1,13,1,20,1,0,0,1,1,7,9,7,12.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,10,0,5,1,20,1,0,0,1,0,6,6,6,11.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,10,0,6,1,23,1,1,0,1,0,6,6,6,14.666666666666666,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,10,0,9,1,19,1,0,0,1,0,5,5,5,11.2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,10,11,0,10,1,18,1,0,0,0,0,6,9,6,13.714285714285714,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,23,14,10,10,0,9,1,19,1,0,0,1,0,5,5,5,12.8,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,6,8,0,15,1,20,1,0,0,1,0,6,9,4,13.25,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,14,10,8,0,12,1,19,1,0,0,1,0,8,10,6,13.78,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,28,5,6,0,12,1,19,1,0,0,1,0,8,8,7,15.11,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,14,5,6,0,10,1,18,1,0,0,0,0,6,10,4,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,10,6,0,12,1,20,1,1,0,1,0,8,8,7,15.798571428571426,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,27,10,10,0,12,1,20,1,0,0,1,0,7,7,7,13.775714285714288,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,23,27,8,8,0,12,1,24,1,0,0,1,0,8,11,7,12.16,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,23,27,8,8,0,13,1,24,1,0,0,1,0,7,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,2,1,3,8,0,15,1,20,1,0,0,1,0,6,6,6,14.333333333333334,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,4,4,0,5,1,20,1,0,0,1,0,6,6,6,11.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,27,4,10,0,6,1,18,0,0,0,1,0,6,7,6,14.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,27,10,10,0,12,1,18,1,0,0,0,0,8,8,7,14.2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,2,1,5,4,0,6,1,21,1,0,0,1,0,5,6,5,12.2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,28,5,11,0,16,1,18,1,0,0,1,0,6,10,4,13.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,6,4,0,12,1,19,1,1,0,1,0,8,8,7,12.485714285714286,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,5,5,0,6,1,22,1,0,0,1,0,6,7,6,17.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,13,14,8,8,0,10,1,19,1,0,0,1,0,6,7,5,10.8,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,3,1,22,27,10,10,0,12,1,18,1,0,0,1,0,7,7,6,14.716666666666669,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,14,10,6,0,6,1,19,1,1,0,1,0,5,10,2,13.5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,6,6,0,12,1,24,1,1,0,1,0,8,8,7,11.971428571428572,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,10,6,0,6,1,19,1,0,0,0,0,5,7,3,12.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,6,3,0,3,0,34,1,0,0,0,0,6,7,6,12.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,10,10,0,6,1,19,1,0,0,1,0,12,22,6,15.307692307692308,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,8,10,0,12,1,18,1,1,0,1,0,7,7,6,12.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,6,0,12,1,19,1,1,0,1,0,7,10,7,14.368,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,2,2,0,12,1,25,1,0,0,0,0,8,8,7,12.084285714285716,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,28,3,10,0,6,1,21,1,0,0,1,7,12,18,8,12.25,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,22,27,8,8,0,11,1,18,1,0,0,0,0,6,10,5,12.2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,19,28,5,8,0,10,1,18,1,1,0,0,0,6,12,4,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,10,8,0,3,0,28,1,0,0,1,0,6,8,5,12.8,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,0,1,0,1,28,6,6,0,12,1,18,1,1,0,0,0,8,8,7,11.857142857142858,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,27,10,10,0,11,1,41,1,0,0,0,0,6,8,6,12.285714285714286,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,6,1,0,16,1,18,1,0,0,0,0,6,11,3,12.333333333333334,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,14,8,8,0,10,1,21,1,1,0,0,0,6,11,4,11.25,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0,1,0,19,24,13,13,0,10,1,41,1,0,1,0,0,6,0,0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,3,5,3,3,0,5,1,32,1,0,0,1,0,3,3,2,16.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,19,24,1,13,0,3,0,29,1,0,0,0,0,6,10,6,11.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,1,0,13,28,10,9,0,13,1,24,1,0,0,0,0,7,15,5,12.4,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,28,8,9,0,13,1,22,1,0,0,1,0,7,14,6,10.744444444444444,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,1,2,4,0,10,1,21,1,0,0,0,0,6,0,0,0.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0,1,0,22,28,10,11,0,12,1,39,1,0,0,1,0,7,12,4,12.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,0,1,0,22,27,10,10,0,6,1,44,0,1,0,0,0,6,12,4,12.75,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,10,0,9,1,20,1,0,0,1,0,5,9,2,10.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,23,27,10,9,0,12,1,21,1,0,0,0,11,14,26,12,13.417391304347827,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,19,18,1,7,0,15,1,18,1,0,0,1,0,6,6,6,15.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,6,6,0,4,1,34,1,0,1,0,0,6,10,5,13.833333333333334,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,8,14,12,12,0,6,1,18,1,0,0,1,0,5,6,5,13.333333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,4,10,3,0,2,1,19,1,0,1,1,0,0,0,0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,14,7,8,0,16,1,18,1,0,0,1,0,6,11,3,11.666666666666666,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,14,3,4,0,6,1,19,1,0,0,1,0,6,12,5,15.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,22,27,10,10,0,12,1,18,1,1,0,1,0,8,8,7,13.242857142857144,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,1,3,10,0,8,1,19,1,0,0,1,0,5,13,1,13.0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,3,27,5,8,0,12,1,19,1,1,0,1,0,7,8,6,13.075,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,13,14,6,10,0,14,1,18,1,1,0,1,0,6,6,6,13.5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
